ID,Drug1,Drug2,cell_line,Bliss,classification
243768,PLICAMYCIN,ADM HYDROCHLORIDE,OVCAR-5,8.85,synergy
243769,DACARBAZINE,ADM HYDROCHLORIDE,OVCAR-5,-7.08,antagonism
243770,LETROZOLE,ADM HYDROCHLORIDE,K-562,-5.34,antagonism
243771,5-FLUORO-2\'-DEOXYURIDINE,NSC256439,M14,-7.11,antagonism
243772,FULVESTRANT,ADM HYDROCHLORIDE,K-562,3.9,synergy
243773,RUXOLITINIB,ADM HYDROCHLORIDE,SR,-7.25,antagonism
243774,AMINOLEVULINIC ACID HYDROCHLORIDE,ADM HYDROCHLORIDE,MDA-MB-468,-4.03,antagonism
243775,QUINACRINE HYDROCHLORIDE,ADM HYDROCHLORIDE,NCI-H322M,-5.47,antagonism
243776,ALTRETAMINE,ADM HYDROCHLORIDE,NCI-H322M,-4.03,antagonism
243777,PEMETREXED,NSC256439,MOLT-4,-18.49,antagonism
243778,PIPOBROMAN,NSC256439,M14,-8.61,antagonism
243779,ACTINOMYCIN D,ADM HYDROCHLORIDE,A549,17.01,synergy
243780,NSC707389,ADM HYDROCHLORIDE,K-562,-10.03,antagonism
243781,AXITINIB,ADM HYDROCHLORIDE,SR,-13.73,antagonism
243782,THIOTEPA,ADM HYDROCHLORIDE,A549,-4.1,antagonism
243783,PRALATREXATE,ADM HYDROCHLORIDE,SR,-14.89,antagonism
243784,HYDROXYUREA,NSC256439,M14,3.23,synergy
243785,CRIZOTINIB,ADM HYDROCHLORIDE,SR,-18.93,antagonism
243786,PLICAMYCIN,ADM HYDROCHLORIDE,MDA-MB-468,11.99,synergy
243787,AMINOLEVULINIC ACID HYDROCHLORIDE,ADM HYDROCHLORIDE,OVCAR3,-7.32,antagonism
243788,NSC707389,NSC256439,MOLT-4,-7.98,antagonism
243789,CYCLOPHOSPHAMIDE,ADM HYDROCHLORIDE,A549,-3.58,antagonism
243790,GEMZAR (LILLY),NSC256439,OVCAR-8,-15.23,antagonism
243791,MITOXANTRONE,NSC256439,HOP-92,14.62,synergy
243792,5-FU,NSC256439,M14,-3.36,antagonism
243793,METHOTREXATE,ADM HYDROCHLORIDE,NCI-H322M,-16.67,antagonism
243794,BUSULFAN,ADM HYDROCHLORIDE,NCI-H322M,-6.71,antagonism
243795,MERCAPTOPURINE,ADM HYDROCHLORIDE,NCI-H322M,-5.15,antagonism
243796,THIOGUANINE,ADM HYDROCHLORIDE,NCI-H322M,-13.58,antagonism
243797,MECHLORETHAMINE HYDROCHLORIDE,ADM HYDROCHLORIDE,NCI-H322M,-5.1,antagonism
243798,PIPOBROMAN,ADM HYDROCHLORIDE,A549,-6.29,antagonism
243799,PLICAMYCIN,ADM HYDROCHLORIDE,OVCAR3,10.78,synergy
243800,CHLORAMBUCIL,ADM HYDROCHLORIDE,NCI-H322M,4.95,synergy
243801,NSC733504,NSC256439,OVCAR-4,-4.36,antagonism
243802,NSC256439,ADM HYDROCHLORIDE,OVCAR-5,-6.57,antagonism
243803,5-FLUORO-2\'-DEOXYURIDINE,ADM HYDROCHLORIDE,A549,-12.62,antagonism
243804,MITOMYCINE,ADM HYDROCHLORIDE,A549,-4.47,antagonism
243805,METHOXSALEN,ADM HYDROCHLORIDE,OVCAR3,-5.34,antagonism
243806,HYDROXYUREA,ADM HYDROCHLORIDE,A549,-3.93,antagonism
243807,RUXOLITINIB,NSC256439,OVCAR-4,3.41,synergy
243808,CABAZITAXEL,ADM HYDROCHLORIDE,SR,-9.74,antagonism
243809,URACIL MUSTARD,ADM HYDROCHLORIDE,MDA-MB-468,-3.31,antagonism
243810,5-FU,ADM HYDROCHLORIDE,A549,-15.61,antagonism
243811,34793-34-5,NSC256439,MOLT-4,-8.74,antagonism
243812,VANDETANIB,ADM HYDROCHLORIDE,SR,3.3,synergy
243813,MELPHALAN HYDROCHLORIDE,ADM HYDROCHLORIDE,NCI-H322M,4.28,synergy
243814,MITOTANE,ADM HYDROCHLORIDE,MDA-MB-468,-5.67,antagonism
243815,AMINOLEVULINIC ACID HYDROCHLORIDE,ADM HYDROCHLORIDE,A549,-4.85,antagonism
243816,AXITINIB,NSC256439,U251,4.3,synergy
243817,PLICAMYCIN,ADM HYDROCHLORIDE,A549,9.35,synergy
243818,CRIZOTINIB,NSC256439,U251,4.18,synergy
243819,PRALATREXATE,NSC256439,U251,-4.69,antagonism
243820,ELOXATIN (TN) (SANOFI SYNTHELAB),NSC256439,786-0,-7.83,antagonism
243821,ELOXATIN (TN) (SANOFI SYNTHELAB),NSC256439,MCF7,-5.35,antagonism
243822,IMIQUIMOD,ADM HYDROCHLORIDE,CCRF-CEM,-4.75,antagonism
243823,CARMUSTINE,NSC256439,HCT-15,-3.03,antagonism
243824,VINBLASTINE SULFATE,ADM HYDROCHLORIDE,OVCAR3,-5.12,antagonism
243825,VINBLASTINE SULFATE,ADM HYDROCHLORIDE,MDA-MB-468,-6.71,antagonism
243826,NSC256439,ADM HYDROCHLORIDE,NCI-H322M,8.27,synergy
243827,ALTRETAMINE,ADM HYDROCHLORIDE,OVCAR-5,-5.91,antagonism
243828,QUINACRINE HYDROCHLORIDE,ADM HYDROCHLORIDE,OVCAR-5,-10.38,antagonism
243829,VANDETANIB,NSC256439,OVCAR-4,3.76,synergy
243830,CYTARABINE HYDROCHLORIDE,ADM HYDROCHLORIDE,OVCAR3,-6.59,antagonism
243831,TOPOTECAN HYDROCHLORIDE,NSC256439,OVCAR-8,-9.89,antagonism
243832,CABAZITAXEL,NSC256439,U251,-15.41,antagonism
243833,CABAZITAXEL,NSC256439,OVCAR-4,-8.95,antagonism
243834,CHLORAMBUCIL,ADM HYDROCHLORIDE,OVCAR-5,-5.06,antagonism
243835,METHOTREXATE,ADM HYDROCHLORIDE,OVCAR-5,-16.85,antagonism
243836,MERCAPTOPURINE,ADM HYDROCHLORIDE,OVCAR-5,-5.39,antagonism
243837,THIOGUANINE,ADM HYDROCHLORIDE,OVCAR-5,-18.41,antagonism
243838,MECHLORETHAMINE HYDROCHLORIDE,ADM HYDROCHLORIDE,OVCAR-5,-6.49,antagonism
243839,VANDETANIB,NSC256439,U251,6.24,synergy
243840,PRALATREXATE,NSC256439,OVCAR-4,-3.67,antagonism
243841,SN-38,NSC256439,MOLT-4,-18.07,antagonism
243842,LAPATINIB,NSC256439,SNB-19,4.24,synergy
243843,AXITINIB,NSC256439,OVCAR-4,3.96,synergy
243844,TOPOTECAN HYDROCHLORIDE,ADM HYDROCHLORIDE,K-562,-16.94,antagonism
243845,NILOTINIB,NSC256439,SNB-19,-4.27,antagonism
243846,SORAFENIB,NSC256439,SNB-19,-5.31,antagonism
243847,PROCARBAZINE HYDROCHLORIDE,ADM HYDROCHLORIDE,MDA-MB-468,-4.25,antagonism
243848,CHEMBL277800,ADM HYDROCHLORIDE,K-562,-4.81,antagonism
243849,GEMZAR (LILLY),ADM HYDROCHLORIDE,K-562,-5.38,antagonism
243850,LOMUSTINE,ADM HYDROCHLORIDE,MDA-MB-468,-3.81,antagonism
243851,LOMUSTINE,ADM HYDROCHLORIDE,OVCAR3,-3.38,antagonism
243852,ZOLINZA,NSC256439,SNB-19,-5.28,antagonism
243853,EMCYT (PHARMACIA),NSC256439,SNB-19,14.39,synergy
243854,TEMOZOLOMIDE,ADM HYDROCHLORIDE,MDA-MB-231,-10.63,antagonism
243855,VINCRISTINE SULFATE,ADM HYDROCHLORIDE,OVCAR3,5.43,synergy
243856,VINCRISTINE SULFATE,ADM HYDROCHLORIDE,MDA-MB-468,12.99,synergy
243857,ANTIBIOTIC AY 22989,ADM HYDROCHLORIDE,OVCAR-5,11.46,synergy
243858,CARBOPLATIN,ADM HYDROCHLORIDE,NCI-H322M,-4.14,antagonism
243859,ANTIBIOTIC AY 22989,ADM HYDROCHLORIDE,NCI-H322M,15.36,synergy
243860,BORTEZOMIB,NSC256439,IGROV1,3.71,synergy
243861,IMATINIB,NSC256439,SNB-19,3.25,synergy
243862,IMIQUIMOD,ADM HYDROCHLORIDE,MDA-MB-231,-5.66,antagonism
243863,ELOXATIN (TN) (SANOFI SYNTHELAB),NSC256439,HOP-92,4.37,synergy
243864,DOCETAXEL,NSC256439,IGROV1,-4.93,antagonism
243865,AMIFOSTINE,NSC256439,786-0,7.56,synergy
243866,CO-V,ADM HYDROCHLORIDE,NCI-H226,-4.48,antagonism
243867,MELPHALAN HYDROCHLORIDE,ADM HYDROCHLORIDE,A549,-3.12,antagonism
243868,ANTIBIOTIC AY 22989,ADM HYDROCHLORIDE,MDA-MB-468,11.22,synergy
243869,MITOXANTRONE,ADM HYDROCHLORIDE,SR,-15.97,antagonism
243870,SUNITINIB,NSC256439,SNB-19,4.54,synergy
243871,CARBOPLATIN,ADM HYDROCHLORIDE,OVCAR-5,-5.11,antagonism
243872,DOCETAXEL,ADM HYDROCHLORIDE,K-562,-8,antagonism
243873,ANTIBIOTIC AY 22989,ADM HYDROCHLORIDE,OVCAR3,10.15,synergy
243874,PAZOPANIB HYDROCHLORIDE,NSC256439,SNB-19,-7.19,antagonism
243875,VINBLASTINE SULFATE,ADM HYDROCHLORIDE,IGROV1,8.1,synergy
243876,CHLORAMBUCIL,ADM HYDROCHLORIDE,A549,3.77,synergy
243877,THIOGUANINE,ADM HYDROCHLORIDE,A549,-12.04,antagonism
243878,MERCAPTOPURINE,ADM HYDROCHLORIDE,A549,-3.25,antagonism
243879,MECHLORETHAMINE HYDROCHLORIDE,ADM HYDROCHLORIDE,A549,-9.2,antagonism
243880,BUSULFAN,ADM HYDROCHLORIDE,A549,-3.81,antagonism
243881,METHOTREXATE,ADM HYDROCHLORIDE,A549,-15.07,antagonism
243882,TEMOZOLOMIDE,ADM HYDROCHLORIDE,MDA-MB-435,-7.24,antagonism
243883,CELECOXIB,NSC256439,SNB-19,-6.14,antagonism
243884,EXEMESTANE,NSC256439,SNB-19,3.38,synergy
243885,ANTIBIOTIC AY 22989,ADM HYDROCHLORIDE,A549,11.39,synergy
243886,IMIQUIMOD,ADM HYDROCHLORIDE,MDA-MB-435,-3.35,antagonism
243887,IMIQUIMOD,ADM HYDROCHLORIDE,ACHN,-5.6,antagonism
243888,BENDAMUSTINE HYDROCHLORIDE,ADM HYDROCHLORIDE,MDA-MB-231,-9.09,antagonism
243889,TAMOXIFEN CITRATE,ADM HYDROCHLORIDE,NCI-H322M,-5.55,antagonism
243890,PEMETREXED,NSC256439,SNB-19,-11.29,antagonism
243891,CHEMBL277800,BORTEZOMIB,UO-31,-10.41,antagonism
243892,NSC707389,NSC256439,SNB-19,-4.71,antagonism
243893,DEXRAZOXANE,ADM HYDROCHLORIDE,OVCAR-8,-3.19,antagonism
243894,ERLOTINIB HYDROCHLORIDE,NSC256439,SNB-19,-3.97,antagonism
243895,BENDAMUSTINE HYDROCHLORIDE,ADM HYDROCHLORIDE,ACHN,-4.03,antagonism
243896,MITOXANTRONE,ADM HYDROCHLORIDE,MDA-MB-231,-8.91,antagonism
243897,METHOTREXATE,ADM HYDROCHLORIDE,NCI-H226,-6.31,antagonism
243898,QUINACRINE HYDROCHLORIDE,ADM HYDROCHLORIDE,MDA-MB-468,-5.64,antagonism
243899,TAMOXIFEN CITRATE,ADM HYDROCHLORIDE,A549,-4.3,antagonism
243900,ALLOPURINOL,ADM HYDROCHLORIDE,MDA-MB-468,3.65,synergy
243901,ALTRETAMINE,ADM HYDROCHLORIDE,OVCAR3,3.47,synergy
243902,QUINACRINE HYDROCHLORIDE,ADM HYDROCHLORIDE,OVCAR3,-5.21,antagonism
243903,METHOTREXATE,ADM HYDROCHLORIDE,OVCAR3,-12.78,antagonism
243904,MERCAPTOPURINE,ADM HYDROCHLORIDE,OVCAR3,-5.62,antagonism
243905,THIOGUANINE,ADM HYDROCHLORIDE,OVCAR3,-8.88,antagonism
243906,MERCAPTOPURINE,ADM HYDROCHLORIDE,MDA-MB-468,-5.8,antagonism
243907,METHOTREXATE,ADM HYDROCHLORIDE,MDA-MB-468,-21.62,antagonism
243908,NSC141540,ADM HYDROCHLORIDE,ACHN,-7.55,antagonism
243909,TRIETHYLENEMELAMINE,ADM HYDROCHLORIDE,NCI-H226,-5.28,antagonism
243910,MITOMYCINE,ADM HYDROCHLORIDE,NCI-H226,-5.95,antagonism
243911,5-FLUORO-2\'-DEOXYURIDINE,ADM HYDROCHLORIDE,NCI-H226,-7.39,antagonism
243912,ACTINOMYCIN D,ADM HYDROCHLORIDE,NCI-H226,7.58,synergy
243913,PIPOBROMAN,ADM HYDROCHLORIDE,NCI-H226,-7.05,antagonism
243914,CARMUSTINE,ADM HYDROCHLORIDE,ACHN,-6.85,antagonism
243915,DEXRAZOXANE,ADM HYDROCHLORIDE,OVCAR-5,-4.32,antagonism
243916,DACARBAZINE,ADM HYDROCHLORIDE,NCI-H226,3.19,synergy
243917,CARMUSTINE,NSC256439,M14,-3.95,antagonism
243918,CHEMBL277800,BORTEZOMIB,A549,-3.43,antagonism
243919,DEXRAZOXANE,ADM HYDROCHLORIDE,OVCAR3,-5.49,antagonism
243920,TENIPOSIDE,ADM HYDROCHLORIDE,NCI-H322M,-5.97,antagonism
243921,PLICAMYCIN,ADM HYDROCHLORIDE,NCI-H226,5.66,synergy
243922,BLEOMYCIN,ADM HYDROCHLORIDE,NCI-H322M,-3.04,antagonism
243923,PIPOBROMAN,NSC256439,HCT-15,-3.64,antagonism
243924,TEMOZOLOMIDE,NSC256439,M14,-3.22,antagonism
243925,PACLITAXEL,ADM HYDROCHLORIDE,NCI-H322M,-4.93,antagonism
243926,5-FLUORO-2\'-DEOXYURIDINE,NSC256439,HCT-15,-9.86,antagonism
243927,BORTEZOMIB,ADM HYDROCHLORIDE,NCI-H226,4.33,synergy
243928,VINBLASTINE SULFATE,ADM HYDROCHLORIDE,NCI-H226,-4.56,antagonism
243929,HYDROXYUREA,NSC256439,HCT-15,-3.55,antagonism
243930,TEMOZOLOMIDE,ADM HYDROCHLORIDE,SR,-5.07,antagonism
243931,CYTARABINE HYDROCHLORIDE,ADM HYDROCHLORIDE,NCI-H226,-5.52,antagonism
243932,TAMOXIFEN CITRATE,ADM HYDROCHLORIDE,MDA-MB-468,-3.15,antagonism
243933,5-FU,NSC256439,HCT-15,-21.38,antagonism
243934,34793-34-5,ADM HYDROCHLORIDE,NCI-H226,-4.22,antagonism
243935,SN-38,ADM HYDROCHLORIDE,OVCAR-5,-6.92,antagonism
243936,DEXRAZOXANE,ADM HYDROCHLORIDE,A549,-10.27,antagonism
243937,BORTEZOMIB,NSC256439,OVCAR-4,-5.13,antagonism
243938,34793-34-5,ADM HYDROCHLORIDE,OVCAR-5,-4.69,antagonism
243939,TOPOTECAN HYDROCHLORIDE,NSC256439,SNB-19,-12.48,antagonism
243940,DOCETAXEL,NSC256439,OVCAR-4,4.36,synergy
243941,BENDAMUSTINE HYDROCHLORIDE,NSC256439,SK-MEL-5,-3.14,antagonism
243942,QUINACRINE HYDROCHLORIDE,NSC256439,HCT-15,-8.07,antagonism
243943,THALIDOMIDE,ADM HYDROCHLORIDE,NCI-H226,4.71,synergy
243944,THIOGUANINE,NSC256439,HCT-15,-12.87,antagonism
243945,MERCAPTOPURINE,NSC256439,HCT-15,-3.81,antagonism
243946,METHOTREXATE,NSC256439,HCT-15,-19.65,antagonism
243947,MECHLORETHAMINE HYDROCHLORIDE,NSC256439,HCT-15,-6.97,antagonism
243948,ACTINOMYCIN D,NSC256439,HCT-15,7.31,synergy
243949,NSC 85998,ADM HYDROCHLORIDE,NCI-H322M,-4.89,antagonism
243950,CHLORAMBUCIL,NSC256439,HCT-15,4.03,synergy
243951,MITOTANE,ADM HYDROCHLORIDE,IGROV1,-6.91,antagonism
243952,NSC141540,ADM HYDROCHLORIDE,SR,-13.15,antagonism
243953,THIOTEPA,NSC256439,HCT-15,-4.07,antagonism
243954,LOMUSTINE,ADM HYDROCHLORIDE,CCRF-CEM,-4.38,antagonism
243955,ANASTROZOLE,NSC256439,T-47D,-3.67,antagonism
243956,BENDAMUSTINE HYDROCHLORIDE,ADM HYDROCHLORIDE,SR,-8.57,antagonism
243957,ARSENIC TRIOXIDE,ADM HYDROCHLORIDE,NCI-H226,-5.87,antagonism
243958,CYTARABINE HYDROCHLORIDE,NSC256439,HCT-15,-11.96,antagonism
243959,VINCRISTINE SULFATE,ADM HYDROCHLORIDE,CCRF-CEM,7.74,synergy
243960,CHEMBL277800,NSC256439,SNB-19,-6.8,antagonism
243961,SN-38,NSC256439,OVCAR-4,-4.87,antagonism
243962,IMIQUIMOD,NSC256439,NCIH23,3.03,synergy
243963,MEGESTROL ACETATE,ADM HYDROCHLORIDE,NCI-H322M,10.82,synergy
243964,TRETINOIN,NSC256439,SK-MEL-5,-3.08,antagonism
243965,MITOXANTRONE,ADM HYDROCHLORIDE,SF-539,4.41,synergy
243966,GEMZAR (LILLY),NSC256439,SNB-19,-14.86,antagonism
243967,BENDAMUSTINE HYDROCHLORIDE,ADM HYDROCHLORIDE,A549,-5.81,antagonism
243968,IMIQUIMOD,ADM HYDROCHLORIDE,MDA-MB-468,-4.05,antagonism
243969,GEFITINIB,NSC256439,OVCAR-4,5.35,synergy
243970,CARMUSTINE,ADM HYDROCHLORIDE,SR,-10.44,antagonism
243971,VINBLASTINE SULFATE,NSC256439,HCT-15,4.21,synergy
243972,PROCARBAZINE HYDROCHLORIDE,ADM HYDROCHLORIDE,NCI-H322M,-8.23,antagonism
243973,GEMZAR (LILLY),NSC256439,U251,-12.5,antagonism
243974,IFOSFAMIDE,ADM HYDROCHLORIDE,NCI-H226,-3.38,antagonism
243975,CHEMBL17639,NSC256439,SK-MEL-5,-5.79,antagonism
243976,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,NSC256439,T-47D,3.35,synergy
243977,VINCRISTINE SULFATE,ADM HYDROCHLORIDE,NCI-H322M,5.61,synergy
243978,VINBLASTINE SULFATE,ADM HYDROCHLORIDE,CCRF-CEM,-5.17,antagonism
243979,CYTARABINE HYDROCHLORIDE,ADM HYDROCHLORIDE,CCRF-CEM,-25.49,antagonism
243980,TEMOZOLOMIDE,ADM HYDROCHLORIDE,MDA-MB-468,-4.56,antagonism
243981,MITOTANE,ADM HYDROCHLORIDE,CCRF-CEM,-10.89,antagonism
243982,NSC 85998,ADM HYDROCHLORIDE,NCI-H226,-3.23,antagonism
243983,DACARBAZINE,NSC256439,HCT-15,-8.15,antagonism
243984,PEMETREXED,NSC256439,OVCAR-4,-15.75,antagonism
243985,DACARBAZINE,ADM HYDROCHLORIDE,CCRF-CEM,-7.03,antagonism
243986,PACLITAXEL,ADM HYDROCHLORIDE,NCI-H226,-4.56,antagonism
243987,MITOTANE,NSC256439,HCT-15,-5.27,antagonism
243988,ADM HYDROCHLORIDE,ADM HYDROCHLORIDE,NCI-H226,-4.73,antagonism
243989,URACIL MUSTARD,ADM HYDROCHLORIDE,CCRF-CEM,-10.06,antagonism
243990,VINBLASTINE SULFATE,ADM HYDROCHLORIDE,NCI-H322M,3.78,synergy
243991,NSC707389,NSC256439,OVCAR-4,-6.62,antagonism
243992,ERLOTINIB HYDROCHLORIDE,NSC256439,OVCAR-4,-4,antagonism
243993,LAPATINIB,NSC256439,OVCAR-4,5.34,synergy
243994,TEMOZOLOMIDE,ADM HYDROCHLORIDE,A549,-4.23,antagonism
243995,GEFITINIB,NSC256439,T-47D,5.97,synergy
243996,MITOTANE,ADM HYDROCHLORIDE,NCI-H322M,-5.63,antagonism
243997,CHEMBL17639,NSC256439,UACC-257,3.1,synergy
243998,AMINOLEVULINIC ACID HYDROCHLORIDE,ADM HYDROCHLORIDE,CCRF-CEM,-10.4,antagonism
243999,IXABEPILONE,NSC256439,OVCAR-4,-4.34,antagonism
244000,TOPOTECAN HYDROCHLORIDE,NSC256439,U251,-14.43,antagonism
244001,CO-V,NSC256439,SK-MEL-5,3.21,synergy
244002,DACARBAZINE,ADM HYDROCHLORIDE,NCI-H322M,4.1,synergy
244003,METHOXSALEN,ADM HYDROCHLORIDE,NCI-H322M,-4.78,antagonism
244004,5-FLUORO-2\'-DEOXYURIDINE,ADM HYDROCHLORIDE,CCRF-CEM,-9.68,antagonism
244005,MITOMYCINE,ADM HYDROCHLORIDE,CCRF-CEM,-4.06,antagonism
244006,URACIL MUSTARD,ADM HYDROCHLORIDE,NCI-H322M,-7.57,antagonism
244007,EMCYT (PHARMACIA),NSC256439,OVCAR-4,4.23,synergy
244008,AMINOLEVULINIC ACID HYDROCHLORIDE,ADM HYDROCHLORIDE,NCI-H322M,-11.93,antagonism
244009,ACTINOMYCIN D,ADM HYDROCHLORIDE,CCRF-CEM,6.4,synergy
244010,PLICAMYCIN,ADM HYDROCHLORIDE,NCI-H322M,15.79,synergy
244011,DASATINIB,NSC256439,OVCAR-4,3.33,synergy
244012,PIPOBROMAN,ADM HYDROCHLORIDE,CCRF-CEM,-11.24,antagonism
244013,BENDAMUSTINE HYDROCHLORIDE,ADM HYDROCHLORIDE,OVCAR3,-4.24,antagonism
244014,TENIPOSIDE,ADM HYDROCHLORIDE,NCI-H226,5.6,synergy
244015,VINCRISTINE SULFATE,NSC256439,HCT-15,3.74,synergy
244016,THALIDOMIDE,NSC256439,HCT-15,9.36,synergy
244017,5-FLUORO-2\'-DEOXYURIDINE,ADM HYDROCHLORIDE,NCI-H322M,-4.59,antagonism
244018,CISPLATINO,ADM HYDROCHLORIDE,NCI-H226,-3.63,antagonism
244019,5-FU,ADM HYDROCHLORIDE,ACHN,-14.12,antagonism
244020,HYDROXYUREA,ADM HYDROCHLORIDE,NCI-H322M,-4.83,antagonism
244021,MEGESTROL ACETATE,NSC256439,HCT-15,5.24,synergy
244022,PEMETREXED,NSC256439,SK-MEL-28,-4.07,antagonism
244023,5-FLUORO-2\'-DEOXYURIDINE,ADM HYDROCHLORIDE,ACHN,-11.67,antagonism
244024,HYDROXYUREA,ADM HYDROCHLORIDE,ACHN,-3.19,antagonism
244025,ACTINOMYCIN D,ADM HYDROCHLORIDE,NCI-H322M,19.85,synergy
244026,BLEOMYCIN,NSC256439,HCT-15,-14.89,antagonism
244027,BORTEZOMIB,ADM HYDROCHLORIDE,NCI-H322M,-5.85,antagonism
244028,SUNITINIB,NSC256439,OVCAR-4,10.95,synergy
244029,NSC-127716,NSC256439,HCT-15,-3.75,antagonism
244030,PIPOBROMAN,ADM HYDROCHLORIDE,ACHN,-10.93,antagonism
244031,CARMUSTINE,ADM HYDROCHLORIDE,NCI-H226,-4.17,antagonism
244032,CYCLOPHOSPHAMIDE,ADM HYDROCHLORIDE,NCI-H322M,-3.97,antagonism
244033,ACTINOMYCIN D,ADM HYDROCHLORIDE,ACHN,3.61,synergy
244034,PIPOBROMAN,ADM HYDROCHLORIDE,NCI-H322M,-3.56,antagonism
244035,TENIPOSIDE,ADM HYDROCHLORIDE,CCRF-CEM,-22.45,antagonism
244036,34793-34-5,ADM HYDROCHLORIDE,NCI-H322M,-3.93,antagonism
244037,PACLITAXEL,ADM HYDROCHLORIDE,CCRF-CEM,-7.78,antagonism
244038,BLEOMYCIN,ADM HYDROCHLORIDE,CCRF-CEM,-10.09,antagonism
244039,MITOXANTRONE,ADM HYDROCHLORIDE,A549,-8.34,antagonism
244040,ADM HYDROCHLORIDE,ADM HYDROCHLORIDE,CCRF-CEM,-8.05,antagonism
244041,METHOXSALEN,ADM HYDROCHLORIDE,ACHN,-6.14,antagonism
244042,DACARBAZINE,ADM HYDROCHLORIDE,ACHN,-4.71,antagonism
244043,NSC-127716,ADM HYDROCHLORIDE,CCRF-CEM,-18.2,antagonism
244044,PLICAMYCIN,ADM HYDROCHLORIDE,ACHN,3.84,synergy
244045,AMINOLEVULINIC ACID HYDROCHLORIDE,ADM HYDROCHLORIDE,ACHN,3.63,synergy
244046,CHEMBL17639,ADM HYDROCHLORIDE,CCRF-CEM,-29,antagonism
244047,CYTARABINE HYDROCHLORIDE,ADM HYDROCHLORIDE,ACHN,-8.8,antagonism
244048,AZACYTIDINE,ADM HYDROCHLORIDE,CCRF-CEM,-9.53,antagonism
244049,CARMUSTINE,NSC256439,MCF7,-3.02,antagonism
244050,IFOSFAMIDE,ADM HYDROCHLORIDE,CCRF-CEM,-3.18,antagonism
244051,SN-38,ADM HYDROCHLORIDE,K-562,-11.39,antagonism
244052,MITOTANE,ADM HYDROCHLORIDE,ACHN,-5.24,antagonism
244053,ARSENIC TRIOXIDE,ADM HYDROCHLORIDE,CCRF-CEM,-5.16,antagonism
244054,LOMUSTINE,NSC256439,MCF7,-3.52,antagonism
244055,VINCRISTINE SULFATE,ADM HYDROCHLORIDE,ACHN,-4.44,antagonism
244056,THALIDOMIDE,ADM HYDROCHLORIDE,ACHN,7.05,synergy
244057,PROCARBAZINE HYDROCHLORIDE,ADM HYDROCHLORIDE,ACHN,-3.78,antagonism
244058,DAUNORUBICIN HYDROCHLORIDE,NSC256439,MCF7,5.55,synergy
244059,CARBOPLATIN,ADM HYDROCHLORIDE,IGROV1,-8.65,antagonism
244060,LOMUSTINE,ADM HYDROCHLORIDE,ACHN,-3.68,antagonism
244061,ELOXATIN (TN) (SANOFI SYNTHELAB),ADM HYDROCHLORIDE,SR,-21.21,antagonism
244062,ANTIBIOTIC AY 22989,NSC256439,M14,7.02,synergy
244063,MEGESTROL ACETATE,ADM HYDROCHLORIDE,CCRF-CEM,3.3,synergy
244064,ADM HYDROCHLORIDE,NSC256439,MCF7,-7.05,antagonism
244065,ELOXATIN (TN) (SANOFI SYNTHELAB),NSC256439,OVCAR-8,-3.47,antagonism
244066,BLEOMYCIN,NSC256439,MCF7,-3.14,antagonism
244067,VINCRISTINE SULFATE,NSC256439,MCF7,9.66,synergy
244068,ELOXATIN (TN) (SANOFI SYNTHELAB),ADM HYDROCHLORIDE,A549,-6.23,antagonism
244069,ARSENIC TRIOXIDE,ADM HYDROCHLORIDE,ACHN,-3.71,antagonism
244070,PACLITAXEL,NSC256439,MCF7,-9.19,antagonism
244071,CYCLOPHOSPHAMIDE,ADM HYDROCHLORIDE,SR,-5.04,antagonism
244072,PIPOBROMAN,ADM HYDROCHLORIDE,SR,-13.53,antagonism
244073,URACIL MUSTARD,NSC256439,MCF7,-7.95,antagonism
244074,DEXRAZOXANE,NSC256439,M14,3.56,synergy
244075,TAMOXIFEN CITRATE,ADM HYDROCHLORIDE,CCRF-CEM,-3.76,antagonism
244076,5-FU,ADM HYDROCHLORIDE,SR,-34.7,antagonism
244077,ACTINOMYCIN D,NSC256439,HOP-92,5.23,synergy
244078,MECHLORETHAMINE HYDROCHLORIDE,NSC256439,HOP-92,-7.04,antagonism
244079,BUSULFAN,NSC256439,HOP-92,7.71,synergy
244080,THIOGUANINE,NSC256439,HOP-92,-6.45,antagonism
244081,MERCAPTOPURINE,NSC256439,HOP-92,-6.32,antagonism
244082,MITOMYCINE,ADM HYDROCHLORIDE,SR,-5.49,antagonism
244083,5-FLUORO-2\'-DEOXYURIDINE,ADM HYDROCHLORIDE,SR,-9.82,antagonism
244084,VINBLASTINE SULFATE,NSC256439,MCF7,-3.96,antagonism
244085,PLICAMYCIN,NSC256439,HOP-92,4.56,synergy
244086,TRIETHYLENEMELAMINE,NSC256439,HOP-92,3.75,synergy
244087,GEMZAR (LILLY),ADM HYDROCHLORIDE,786-0,-8.48,antagonism
244088,MELPHALAN HYDROCHLORIDE,NSC256439,HOP-92,-8.07,antagonism
244089,AMINOLEVULINIC ACID HYDROCHLORIDE,ADM HYDROCHLORIDE,SR,-4.23,antagonism
244090,NSC 85998,ADM HYDROCHLORIDE,ACHN,4.36,synergy
244091,DEXRAZOXANE,NSC256439,HOP-92,13.03,synergy
244092,NSC-127716,ADM HYDROCHLORIDE,ACHN,-3.73,antagonism
